dataset,regime,method,seed,epochs,val_acc,val_f1,H_hat_M,K_hat_M_eta_0.05,K_hat_M_eta_0.10,tau_hat_M_0.001,tau_hat_M_0.005,tau_hat_M_0.01,R_hat,R_hat_class_mean,effective_rank,mean_pairwise_sim,std_pairwise_sim,mean_within_class_dispersion,mean_inter_class_distance,inter_intra_ratio
cifar10,scarcity_05,baseline,42,200,0.6888,0.6894857067052296,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.13385989,0.49367675,8.818111405289747,0.001856668,0.34262422,0.85010403,1.0568131,1.2431574
cifar10,scarcity_05,hems,42,200,0.6408,0.6418998340421976,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9646961,1.0937927,93.94245049023694,0.026187029,0.11670649,1.3053795,0.4992761,0.38247582
cifar10,scarcity_05,baseline,123,200,0.708,0.7078579604506716,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.1289327,0.45853502,8.890738525004398,0.00058623374,0.34050375,0.8297576,1.0781708,1.2993804
cifar10,scarcity_05,hems,123,200,0.6914,0.691246588531158,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.94777775,1.0527112,93.75914739556083,0.019351866,0.11801378,1.2949605,0.54176235,0.41836208
cifar10,scarcity_05,baseline,456,200,0.681,0.681402098280594,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.13959245,0.5095738,8.860917940726951,0.0006940806,0.34092966,0.8686163,1.0447202,1.2027407
cifar10,scarcity_05,hems,456,200,0.6602,0.6604577821025718,7.718685270198494,2138,2025,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.95395654,1.0776278,93.42499086999159,0.02413107,0.11760311,1.299485,0.5204295,0.40048903
cifar10,longtail_10,baseline,42,200,0.8746,0.8735995948729182,9.818999371209499,17463,16544,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.03245379,0.17909423,8.87827534324727,0.0007778233,0.3377542,0.39252704,1.328969,3.385675
cifar10,longtail_10,hems,42,200,0.8754,0.8742219821695615,9.819451718127812,17469,16550,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7440359,0.7987424,67.45508991768722,0.052386377,0.14270793,1.1449506,0.78800786,0.68824613
cifar10,longtail_10,baseline,123,200,0.8866,0.8851159384742457,9.818923980056448,17462,16543,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.028183807,0.1534384,8.883820449990113,0.00030886522,0.33745217,0.37603787,1.3378013,3.557624
cifar10,longtail_10,hems,123,200,0.8864,0.8846290731636073,9.819451718127812,17469,16550,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7477451,0.79823864,69.14802587856161,0.043414433,0.14105281,1.1513469,0.7896273,0.68582916
cifar10,longtail_10,baseline,456,200,0.884,0.8835167898432653,9.818923980056448,17462,16543,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.027819775,0.16139103,8.86743613093628,0.0009371942,0.33804446,0.3810243,1.3368597,3.5085943
cifar10,longtail_10,hems,456,200,0.8782,0.877543209651367,9.819451718127812,17469,16550,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.73918027,0.78946334,67.1285086213464,0.04862574,0.1407017,1.1495329,0.7870971,0.6847104
cifar10,longtail_50,baseline,42,200,0.773,0.7665878432349663,9.44102326442057,11966,11336,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.03091588,0.17972752,7.865501829937618,0.0062896446,0.36324272,0.6075648,1.2126323,1.9958897
cifar10,longtail_50,hems,42,200,0.7732,0.765206690698543,9.441133322621706,11967,11337,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.74358,0.861364,70.60860866106134,0.059859715,0.152484,1.148974,0.7508692,0.65351284
cifar10,longtail_50,baseline,123,200,0.796,0.7870869625018454,9.441023264420568,11966,11336,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.04910251,0.3132231,8.270849920879723,0.0016242844,0.356028,0.51101935,1.2505579,2.4471831
cifar10,longtail_50,hems,123,200,0.7918,0.7811270466412712,9.441133322621706,11967,11337,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.72927475,0.8293126,68.84475730480034,0.049526956,0.15581189,1.135591,0.78014046,0.6869907
cifar10,longtail_50,baseline,456,200,0.8024,0.7993701087329816,9.441023264420568,11966,11336,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.025274517,0.20993297,7.960751470445421,0.0035929303,0.35945687,0.558174,1.247797,2.2354982
cifar10,longtail_50,hems,456,200,0.7796,0.770869678935165,9.441133322621706,11967,11337,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.6307893,0.71574765,60.60261449974401,0.06459945,0.16490544,1.1181731,0.78777057,0.70451576
cifar100,balanced_100,baseline,42,200,0.757,0.7565137952969575,10.714413268762582,42750,40500,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.08482904,0.29904887,37.56695804063956,0.0015596693,0.16591457,0.5832608,1.1839609,2.0298998
cifar100,balanced_100,hems,42,200,0.7552,0.7545718488338443,10.714413268762582,42750,40500,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.13417155,0.3463663,67.20270915889888,0.0022036878,0.12471273,0.6668146,1.1447268,1.7167091
cifar100,balanced_100,baseline,123,200,0.7558,0.7556987695294949,10.714413268762582,42750,40500,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.08667151,0.29853746,36.82750196572686,0.0015107793,0.16770862,0.5818504,1.1850107,2.0366242
cifar100,balanced_100,hems,123,200,0.7526,0.7520229309567371,10.714413268762582,42750,40500,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.1360511,0.345252,67.49958722859915,0.0021367164,0.12442301,0.6651718,1.1463755,1.7234278
cifar100,scarcity_10,baseline,42,150,0.0544,0.01138336365865453,6.109247537764365,428,405,0.0,1.0,1.0,0.18384326,0.556909,8.707231862115934,0.061603766,0.36291045,1.2123891,0.49669635,0.40968394
cifar100,scarcity_10,hems,42,150,0.053,0.010890910550727268,6.109247537764365,428,405,0.0,1.0,1.0,0.7598617,0.95653504,50.9938918011989,0.035577644,0.17227185,1.3129097,0.4235752,0.32262325
